source,target,version,fromRole,toRole
k9.mail.Store,k9.mail.Pusher,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Structurer,Service Provider
k9.mail.Transport,k9.Account,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Service Provider,Information Holder
k9.mail.Transport,k9.mail.Message,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Service Provider,Structurer
k9.mail.filter.Base64OutputStream,k9.mail.filter.Base64,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Coordinator,Service Provider
k9.mail.internet.BinaryTempFileBody,k9.mail.Body,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Information Holder,Service Provider
k9.mail.internet.DecoderUtil,k9.mail.Message,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Service Provider,Structurer
k9.mail.internet.MimeBodyPart,k9.mail.Body,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Structurer,Service Provider
k9.mail.internet.MimeBodyPart,k9.mail.BodyPart,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Structurer,Information Holder
k9.mail.internet.MimeBodyPart,k9.mail.internet.MimeHeader,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Structurer,Structurer
k9.mail.internet.MimeMessage,k9.mail.Address,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Information Holder,Service Provider
k9.mail.internet.MimeMessage,k9.mail.Body,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Information Holder,Service Provider
k9.mail.internet.MimeMessage,k9.mail.Message,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Information Holder,Structurer
k9.mail.internet.MimeMessage,k9.mail.internet.MimeHeader,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Information Holder,Structurer
k9.mail.internet.MimeMultipart,k9.mail.Multipart,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Structurer,Structurer
k9.mail.internet.MimeUtility,k9.mail.Body,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Service Provider,Service Provider
k9.mail.internet.MimeUtility,k9.mail.Message,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Service Provider,Structurer
k9.mail.internet.MimeUtility,k9.mail.Part,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Service Provider,Service Provider
k9.mail.internet.TextBody,k9.mail.Body,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Information Holder,Service Provider
k9.mail.store.ImapResponseParser,k9.mail.filter.PeekableInputStream,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Service Provider,Service Provider
k9.mail.store.ImapStore,k9.Account,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Structurer,Information Holder
k9.mail.store.ImapStore,k9.mail.Flag,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Structurer,Information Holder
k9.mail.store.ImapStore,k9.mail.Folder,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Structurer,Structurer
k9.mail.store.ImapStore,k9.mail.Message,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Structurer,Structurer
k9.mail.store.ImapStore,k9.mail.PushReceiver,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Structurer,Service Provider
k9.mail.store.ImapStore,k9.mail.Pusher,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Structurer,Service Provider
k9.mail.store.ImapStore,k9.mail.Store,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Structurer,Structurer
k9.mail.store.LockableDatabase,k9.mail.store.StorageManager,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Service Provider,Service Provider
k9.mail.store.Pop3Store,k9.Account,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Interfacer,Information Holder
k9.mail.store.Pop3Store,k9.mail.Flag,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Interfacer,Information Holder
k9.mail.store.Pop3Store,k9.mail.Folder,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Interfacer,Structurer
k9.mail.store.Pop3Store,k9.mail.Store,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Interfacer,Structurer
k9.mail.store.UnavailableStorageException,k9.mail.MessagingException,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Information Holder,Information Holder
k9.mail.store.WebDavStore,k9.Account,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Interfacer,Information Holder
k9.mail.store.WebDavStore,k9.mail.Flag,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Interfacer,Information Holder
k9.mail.store.WebDavStore,k9.mail.Folder,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Interfacer,Structurer
k9.mail.store.WebDavStore,k9.mail.Message,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Interfacer,Structurer
k9.mail.store.WebDavStore,k9.mail.Store,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Interfacer,Structurer
k9.mail.transport.SmtpTransport,k9.mail.Message,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Interfacer,Structurer
k9.mail.transport.SmtpTransport,k9.mail.Transport,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Interfacer,Service Provider
k9.mail.transport.SmtpTransport,k9.mail.filter.PeekableInputStream,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Interfacer,Service Provider
k9.mail.transport.WebDavTransport,k9.Account,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Service Provider,Information Holder
k9.mail.transport.WebDavTransport,k9.mail.Message,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Service Provider,Structurer
k9.mail.transport.WebDavTransport,k9.mail.Transport,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Service Provider,Service Provider
k9.mail.transport.WebDavTransport,k9.mail.store.WebDavStore,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Service Provider,Interfacer
k9.mail.transport.imap.ImapSettings,k9.mail.store.ImapStore,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Service Provider,Structurer
k9.preferences.Editor,k9.preferences.Storage,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Service Provider,Structurer
k9.preferences.Storage,k9.preferences.Editor,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Structurer,Service Provider
k9.provider.AttachmentProvider,k9.Account,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Service Provider,Information Holder
k9.provider.MessageProvider,k9.helper.MessageHelper,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Coordinator,Service Provider
k9.remotecontrol.AccountReceiver,k9.remotecontrol.K9AccountReceptor,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Service Provider,Structurer
k9.remotecontrol.K9RemoteControl,k9.remotecontrol.K9AccountReceptor,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Information Holder,Structurer
k9.service.BootReceiver,k9.service.CoreReceiver,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Service Provider,Service Provider
k9.service.CoreReceiver,k9.helper.power.TracingPowerManager,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Service Provider,Service Provider
k9.service.CoreService,k9.helper.power.TracingPowerManager,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Interfacer,Service Provider
k9.service.MailService,k9.service.CoreService,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Controller,Interfacer
k9.service.PollService,k9.service.CoreService,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Service Provider,Interfacer
k9.service.PushService,k9.service.CoreService,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Service Provider,Interfacer
k9.service.RemoteControlReceiver,k9.service.CoreReceiver,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Service Provider,Service Provider
k9.service.RemoteControlService,k9.service.CoreService,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Controller,Interfacer
k9.service.SleepService,k9.helper.power.TracingPowerManager,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Service Provider,Service Provider
k9.service.SleepService,k9.service.CoreService,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Service Provider,Interfacer
k9.view.AttachmentView,k9.Account,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Interfacer,Information Holder
k9.view.AttachmentView,k9.controller.MessagingController,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Interfacer,Controller
k9.view.AttachmentView,k9.controller.MessagingListener,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Interfacer,Service Provider
k9.view.AttachmentView,k9.mail.Message,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Interfacer,Structurer
k9.view.AttachmentView,k9.mail.Part,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Interfacer,Service Provider
k9.view.MessageHeader,k9.Account,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Interfacer,Information Holder
k9.view.MessageHeader,k9.FontSizes,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Interfacer,Information Holder
k9.view.MessageHeader,k9.helper.Contacts,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Interfacer,Information Holder
k9.view.MessageHeader,k9.mail.Message,2011-02-02-k9-f75c1073111790fb396e1d9e6d476a13d565ea59,Interfacer,Structurer
k9.Account,k9.AccountStats,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Information Holder,Information Holder
k9.Account,k9.BaseAccount,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Information Holder,Information Holder
k9.Account,k9.Identity,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Information Holder,Information Holder
k9.Account,k9.NotificationSetting,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Information Holder,Information Holder
k9.Account,k9.Preferences,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Information Holder,Structurer
k9.Account,k9.crypto.CryptoProvider,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Information Holder,Service Provider
k9.Account,k9.mail.Address,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Information Holder,Service Provider
k9.Account,k9.mail.Store,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Information Holder,Structurer
k9.Account,k9.view.ColorChip,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Information Holder,Information Holder
k9.EmailAddressAdapter,k9.helper.Contacts,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Coordinator,Information Holder
k9.K9,k9.FontSizes,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Coordinator,Information Holder
k9.K9,k9.Preferences,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Coordinator,Structurer
k9.Preferences,k9.Account,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Structurer,Information Holder
k9.Preferences,k9.preferences.Storage,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Structurer,Structurer
k9.SearchAccount,k9.BaseAccount,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Information Holder,Information Holder
k9.SearchAccount,k9.Preferences,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Information Holder,Structurer
k9.SearchAccount,k9.SearchSpecification,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Information Holder,Service Provider
k9.SearchAccount,k9.mail.Flag,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Information Holder,Information Holder
k9.SearchSpecification,k9.mail.Flag,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Service Provider,Information Holder
k9.activity.Accounts,k9.Account,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Coordinator,Information Holder
k9.activity.Accounts,k9.AccountStats,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Coordinator,Information Holder
k9.activity.Accounts,k9.BaseAccount,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Coordinator,Information Holder
k9.activity.Accounts,k9.FontSizes,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Coordinator,Information Holder
k9.activity.Accounts,k9.SearchAccount,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Coordinator,Information Holder
k9.activity.Accounts,k9.activity.ActivityListener,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Coordinator,Service Provider
k9.activity.Accounts,k9.activity.K9ListActivity,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Coordinator,Interfacer
k9.activity.Accounts,k9.mail.Flag,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Coordinator,Information Holder
k9.activity.Accounts,k9.mail.store.StorageManager,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Coordinator,Service Provider
k9.activity.Accounts,k9.preferences.StorageImporter,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Coordinator,Service Provider
k9.activity.ActivityListener,k9.Account,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Service Provider,Information Holder
k9.activity.ActivityListener,k9.AccountStats,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Service Provider,Information Holder
k9.activity.ActivityListener,k9.controller.MessagingListener,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Service Provider,Service Provider
k9.activity.ChooseAccount,k9.activity.K9ExpandableListActivity,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Interfacer
k9.activity.ChooseFolder,k9.Account,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Information Holder
k9.activity.ChooseFolder,k9.activity.FolderListFilter,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Service Provider
k9.activity.ChooseFolder,k9.activity.K9ListActivity,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Interfacer
k9.activity.ChooseFolder,k9.activity.MessageReference,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Interfacer
k9.activity.ChooseFolder,k9.controller.MessagingListener,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Service Provider
k9.activity.ChooseIdentity,k9.Account,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Information Holder
k9.activity.ChooseIdentity,k9.Identity,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Information Holder
k9.activity.ChooseIdentity,k9.activity.K9ListActivity,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Interfacer
k9.activity.ColorPickerDialog,k9.view.ColorPickerBox,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Interfacer
k9.activity.EditIdentity,k9.Account,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Information Holder
k9.activity.EditIdentity,k9.Identity,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Information Holder
k9.activity.EditIdentity,k9.activity.K9Activity,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Interfacer
k9.activity.FolderInfoHolder,k9.Account,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Service Provider,Information Holder
k9.activity.FolderInfoHolder,k9.mail.Folder,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Service Provider,Structurer
k9.activity.FolderList,k9.Account,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Information Holder
k9.activity.FolderList,k9.FontSizes,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Information Holder
k9.activity.FolderList,k9.activity.FolderInfoHolder,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Service Provider
k9.activity.FolderList,k9.activity.K9ListActivity,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Interfacer
k9.activity.FolderList,k9.mail.Flag,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Information Holder
k9.activity.LauncherShortcuts,k9.Account,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Information Holder
k9.activity.LauncherShortcuts,k9.FontSizes,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Information Holder
k9.activity.LauncherShortcuts,k9.activity.K9ListActivity,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Interfacer
k9.activity.ManageIdentities,k9.activity.ChooseIdentity,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Interfacer
k9.activity.MessageCompose,k9.Account,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Information Holder
k9.activity.MessageCompose,k9.EmailAddressAdapter,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Coordinator
k9.activity.MessageCompose,k9.Identity,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Information Holder
k9.activity.MessageCompose,k9.activity.InsertableHtmlContent,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Information Holder
k9.activity.MessageCompose,k9.activity.K9Activity,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Interfacer
k9.activity.MessageCompose,k9.activity.MessageReference,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Interfacer
k9.activity.MessageCompose,k9.crypto.PgpData,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Information Holder
k9.activity.MessageCompose,k9.mail.Address,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Service Provider
k9.activity.MessageCompose,k9.mail.Message,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Structurer
k9.activity.MessageCompose,k9.mail.Part,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Service Provider
k9.activity.MessageCompose,k9.mail.internet.MimeMessage,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Information Holder
k9.activity.MessageCompose,k9.mail.internet.MimeMultipart,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Structurer
k9.activity.MessageCompose,k9.mail.internet.TextBody,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Information Holder
k9.activity.MessageCompose,k9.view.MessageWebView,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Interfacer
k9.activity.MessageInfoHolder,k9.activity.FolderInfoHolder,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Information Holder,Service Provider
k9.activity.MessageInfoHolder,k9.helper.MessageHelper,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Information Holder,Service Provider
k9.activity.MessageList,k9.Account,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Information Holder
k9.activity.MessageList,k9.FontSizes,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Information Holder
k9.activity.MessageList,k9.SearchSpecification,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Service Provider
k9.activity.MessageList,k9.activity.FolderInfoHolder,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Service Provider
k9.activity.MessageList,k9.activity.K9Activity,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Interfacer
k9.activity.MessageList,k9.activity.MessageInfoHolder,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Information Holder
k9.activity.MessageList,k9.controller.MessagingController,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Controller
k9.activity.MessageList,k9.helper.MessageHelper,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Service Provider
k9.activity.MessageList,k9.mail.Flag,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Information Holder
k9.activity.MessageList,k9.mail.Message,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Structurer
k9.activity.MessageList,k9.mail.store.StorageManager,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Service Provider
k9.activity.MessageReference,k9.mail.Flag,2011-05-02-k9-42987cee512c4d52fb72f2bdc05bf7f5ea89f186,Interfacer,Information Holder
